CVE-2016-4989,http://securitytracker.com/id/1036144,2016-06-22,2017-04-11
CVE-2016-4989,https://bugzilla.redhat.com/show_bug.cgi?id=1346461,2016-06-14,2017-04-11
CVE-2016-4989,https://rhn.redhat.com/errata/RHSA-2016-1267.html,,2017-04-11
CVE-2016-4992,https://bugzilla.redhat.com/show_bug.cgi?id=1347760,2016-06-17,2017-06-08
CVE-2016-4992,http://rhn.redhat.com/errata/RHSA-2016-2765.html,,2017-06-08
CVE-2016-4992,http://rhn.redhat.com/errata/RHSA-2016-2594.html,,2017-06-08
CVE-2016-4993,http://rhn.redhat.com/errata/RHSA-2016-1841.html,,2016-09-26
CVE-2016-4993,http://rhn.redhat.com/errata/RHSA-2016-1839.html,,2016-09-26
CVE-2016-4993,http://rhn.redhat.com/errata/RHSA-2016-1840.html,,2016-09-26
CVE-2016-4993,http://rhn.redhat.com/errata/RHSA-2016-1838.html,,2016-09-26
CVE-2016-4993,http://www.securityfocus.com/bid/92894,2016-09-06,2016-09-26
CVE-2016-4993,https://access.redhat.com/errata/RHSA-2017:3455,,2016-09-26
CVE-2016-4993,https://access.redhat.com/errata/RHSA-2017:3456,,2016-09-26
CVE-2016-4993,https://access.redhat.com/errata/RHSA-2017:3454,,2016-09-26
CVE-2016-4993,http://www.securitytracker.com/id/1036758,2016-09-09,2016-09-26
CVE-2016-4993,https://access.redhat.com/errata/RHSA-2017:3458,,2016-09-26
CVE-2016-4993,https://bugzilla.redhat.com/show_bug.cgi?id=1344321,2016-06-09,2016-09-26
CVE-2016-4994,http://www.debian.org/security/2016/dsa-3612,2016-07-01,2016-07-12
CVE-2016-4994,http://lists.opensuse.org/opensuse-updates/2016-07/msg00005.html,,2016-07-12
CVE-2016-4994,http://www.ubuntu.com/usn/USN-3025-1,,2016-07-12
CVE-2016-4994,https://git.gnome.org/browse/gimp/commit/?id=e82aaa4b4ee0703c879e35ea9321fff6be3e9b6f,,2016-07-12
CVE-2016-4994,https://bugzilla.gnome.org/show_bug.cgi?id=767873,,2016-07-12
CVE-2016-4994,http://www.securityfocus.com/bid/91425,2016-06-20,2016-07-12
CVE-2016-4994,http://rhn.redhat.com/errata/RHSA-2016-2589.html,,2016-07-12
CVE-2016-4994,http://www.slackware.com/security/viewer.php?l=slackware-security&y=2016&m=slackware-security.431987,,2016-07-12
CVE-2016-4994,http://www.securitytracker.com/id/1036226,2016-07-06,2016-07-12
CVE-2016-4995,http://projects.theforeman.org/projects/foreman/repository/revisions/c3c186de12be15e55d9582e54659f765304a1073,,2016-08-19
CVE-2016-4995,http://projects.theforeman.org/issues/15490,,2016-08-19
CVE-2016-4995,https://theforeman.org/security.html#2016-4995,,2016-08-19
CVE-2016-4995,https://access.redhat.com/errata/RHSA-2018:0336,,2016-08-19
CVE-2016-4996,https://bugzilla.redhat.com/show_bug.cgi?id=1349136,2016-06-22,2017-07-17
CVE-2016-4996,https://access.redhat.com/errata/RHSA-2018:0336,,2017-07-17
CVE-2016-4997,http://lists.opensuse.org/opensuse-security-announce/2016-08/msg00054.html,2016-08-29,2016-07-03
CVE-2016-4997,http://lists.opensuse.org/opensuse-security-announce/2016-06/msg00061.html,2016-06-30,2016-07-03
